Type,Label,Amount,Direction,OpenPrice,Profit/Loss in pips,OpenDate,CloseDate,Comments,A_Global (アカウントがグローバル・アカウントの場合にtrue),A_CreditLine (取引可能額。値は約5秒間隔で更新されている。),A_Currency (アカウントの通貨設定),A_Equity (純資産額。値は約5秒間隔で更新されている。),A_Leverage (レバレッジ設定),A_MarginCutLevel (マージンカットレベル。このレベルを超過するとマージンカット(ロスカット)。),A_OverWeekEndLeverage (ウィークエンド・レバレッジ・レベル。このレベルを超過するとマージンカット(ロスカット)。),A_UseOfLeverage (証拠金使用率。値は約5秒間隔で更新されている。),A_Balance
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010433_205,0.01,SELL,88.56,0.0,,,2010/07/08 22:00:00 000 RSI : 70.85706407129919 >> 70.16389323774409,false,5957644.0,JPY,59576.44,100.0,200,80,0.0,59576.44
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010433_205,0.01,SELL,88.56,0.0,,2010/07/08 22:30:00 000,2010/07/08 22:00:00 000 RSI : 70.85706407129919 >> 70.16389323774409,false,5957644.0,JPY,59576.44,100.0,200,80,0.0,59576.44
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010433_580,0.01,SELL,88.695,0.0,,,2010/07/12 08:00:00 000 RSI : 72.23181037860562 >> 72.2285130872669,false,5957644.0,JPY,59576.44,100.0,200,80,0.0,59576.44
ORDER_FILL_OK (注文が約定した後に送られます),Sell_20111107_010433_580,0.01,SELL,88.695,-2.0,2010/07/12 08:30:00 000,,2010/07/12 08:00:00 000 RSI : 72.23181037860562 >> 72.2285130872669,false,5957644.0,JPY,59576.44,100.0,200,80,0.0,59576.44
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Sell_20111107_010433_580,0.01,SELL,88.695,11.0,2010/07/12 08:30:00 000,2010/07/12 19:29:59 999,2010/07/12 08:00:00 000 RSI : 72.23181037860562 >> 72.2285130872669,false,5071437.0,JPY,59583.87,100.0,200,80,14.89,59576.44
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010433_814,0.01,SELL,89.09,0.0,,,2010/07/14 09:00:00 000 RSI : 73.11603965131061 >> 72.42828933986031,false,6059136.0,JPY,60591.36,100.0,200,80,0.0,60591.36
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010433_814,0.01,SELL,89.09,0.0,,2010/07/14 09:30:00 000,2010/07/14 09:00:00 000 RSI : 73.11603965131061 >> 72.42828933986031,false,6059136.0,JPY,60591.36,100.0,200,80,0.0,60591.36
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Buy_20111107_010434_111,0.01,BUY,86.62,0.0,,,2010/07/16 21:00:00 000 RSI : 26.383199530384477 >> 27.301241152026506,false,6059136.0,JPY,60591.36,100.0,200,80,0.0,60591.36
ORDER_FILL_OK (注文が約定した後に送られます),Buy_20111107_010434_111,0.01,BUY,86.62,-2.0,2010/07/16 21:30:00 000,,2010/07/16 21:00:00 000 RSI : 26.383199530384477 >> 27.301241152026506,false,6059136.0,JPY,60591.36,100.0,200,80,0.0,60591.36
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Buy_20111107_010434_111,0.01,BUY,86.62,9.0,2010/07/16 21:30:00 000,2010/07/17 02:59:59 999,2010/07/16 21:00:00 000 RSI : 26.383199530384477 >> 27.301241152026506,false,5228776.0,JPY,60949.76,100.0,200,80,14.21,60591.36
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010434_513,0.01,SELL,86.925,0.0,,,2010/07/19 17:30:00 000 RSI : 73.55412517759994 >> 72.26308342724879,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010434_513,0.01,SELL,86.925,0.0,,2010/07/19 18:00:00 000,2010/07/19 17:30:00 000 RSI : 73.55412517759994 >> 72.26308342724879,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010434_515,0.01,SELL,87.115,0.0,,,2010/07/19 18:00:00 000 RSI : 80.25618698328549 >> 79.11969551379215,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010434_515,0.01,SELL,87.115,0.0,,2010/07/19 18:30:00 000,2010/07/19 18:00:00 000 RSI : 80.25618698328549 >> 79.11969551379215,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010434_526,0.01,SELL,87.12,0.0,,,2010/07/19 20:30:00 000 RSI : 72.69084907760204 >> 71.66902519673397,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010434_526,0.01,SELL,87.12,0.0,,2010/07/19 21:00:00 000,2010/07/19 20:30:00 000 RSI : 72.69084907760204 >> 71.66902519673397,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010434_683,0.01,SELL,87.545,0.0,,,2010/07/21 05:00:00 000 RSI : 71.80334485292636 >> 70.65842953008006,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010434_683,0.01,SELL,87.545,0.0,,2010/07/21 05:30:00 000,2010/07/21 05:00:00 000 RSI : 71.80334485292636 >> 70.65842953008006,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_283,0.01,SELL,87.665,0.0,,,2010/07/26 08:30:00 000 RSI : 82.04373408138646 >> 79.10807071092833,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_283,0.01,SELL,87.665,0.0,,2010/07/26 09:00:00 000,2010/07/26 08:30:00 000 RSI : 82.04373408138646 >> 79.10807071092833,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_299,0.01,SELL,87.7,0.0,,,2010/07/26 09:00:00 000 RSI : 84.10393446622084 >> 81.23108612181328,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_299,0.01,SELL,87.7,0.0,,2010/07/26 09:30:00 000,2010/07/26 09:00:00 000 RSI : 84.10393446622084 >> 81.23108612181328,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_299,0.01,SELL,87.655,0.0,,,2010/07/26 09:30:00 000 RSI : 72.56207157468057 >> 70.26203209931397,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_299,0.01,SELL,87.655,0.0,,2010/07/26 10:00:00 000,2010/07/26 09:30:00 000 RSI : 72.56207157468057 >> 70.26203209931397,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_455,0.01,SELL,87.425,0.0,,,2010/07/27 17:00:00 000 RSI : 75.46916258300207 >> 74.4829586002289,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_455,0.01,SELL,87.425,0.0,,2010/07/27 17:30:00 000,2010/07/27 17:00:00 000 RSI : 75.46916258300207 >> 74.4829586002289,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_455,0.01,SELL,87.445,0.0,,,2010/07/27 19:30:00 000 RSI : 71.07614286035385 >> 70.10110741556085,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_455,0.01,SELL,87.445,0.0,,2010/07/27 20:00:00 000,2010/07/27 19:30:00 000 RSI : 71.07614286035385 >> 70.10110741556085,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_470,0.01,SELL,87.62,0.0,,,2010/07/27 22:00:00 000 RSI : 73.19358771329996 >> 72.30089923413883,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_470,0.01,SELL,87.62,0.0,,2010/07/27 22:30:00 000,2010/07/27 22:00:00 000 RSI : 73.19358771329996 >> 72.30089923413883,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_486,0.01,SELL,87.85,0.0,,,2010/07/27 23:30:00 000 RSI : 76.0938249428204 >> 75.33672763282446,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_486,0.01,SELL,87.85,0.0,,2010/07/28 00:00:00 000,2010/07/27 23:30:00 000 RSI : 76.0938249428204 >> 75.33672763282446,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_486,0.01,SELL,87.88,0.0,,,2010/07/28 00:00:00 000 RSI : 76.79346787650397 >> 75.6020756457838,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_486,0.01,SELL,87.88,0.0,,2010/07/28 00:30:00 000,2010/07/28 00:00:00 000 RSI : 76.79346787650397 >> 75.6020756457838,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_486,0.01,SELL,87.885,0.0,,,2010/07/28 00:30:00 000 RSI : 76.91473266064877 >> 75.63779629024421,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_486,0.01,SELL,87.885,0.0,,2010/07/28 01:00:00 000,2010/07/28 00:30:00 000 RSI : 76.91473266064877 >> 75.63779629024421,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_486,0.01,SELL,87.89,0.0,,,2010/07/28 01:00:00 000 RSI : 77.04391612824298 >> 76.12638268583007,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_486,0.01,SELL,87.89,0.0,,2010/07/28 01:30:00 000,2010/07/28 01:00:00 000 RSI : 77.04391612824298 >> 76.12638268583007,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_486,0.01,SELL,87.84,0.0,,,2010/07/28 01:30:00 000 RSI : 72.66485389115377 >> 71.78603893969722,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_486,0.01,SELL,87.84,0.0,,2010/07/28 02:00:00 000,2010/07/28 01:30:00 000 RSI : 72.66485389115377 >> 71.78603893969722,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_486,0.01,SELL,87.86,0.0,,,2010/07/28 02:00:00 000 RSI : 73.3181401761254 >> 71.92967125432165,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_486,0.01,SELL,87.86,0.0,,2010/07/28 02:30:00 000,2010/07/28 02:00:00 000 RSI : 73.3181401761254 >> 71.92967125432165,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_501,0.01,SELL,87.86,0.0,,,2010/07/28 02:30:00 000 RSI : 73.3181401761254 >> 72.31593755709117,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_501,0.01,SELL,87.86,0.0,,2010/07/28 03:00:00 000,2010/07/28 02:30:00 000 RSI : 73.3181401761254 >> 72.31593755709117,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_501,0.01,SELL,87.88,0.0,,,2010/07/28 03:00:00 000 RSI : 74.0377447632537 >> 73.50402456878392,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_501,0.01,SELL,87.88,0.0,,2010/07/28 03:30:00 000,2010/07/28 03:00:00 000 RSI : 74.0377447632537 >> 73.50402456878392,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_501,0.01,SELL,87.855,0.0,,,2010/07/28 03:30:00 000 RSI : 71.44393634110399 >> 70.38177713430389,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_501,0.01,SELL,87.855,0.0,,2010/07/28 04:00:00 000,2010/07/28 03:30:00 000 RSI : 71.44393634110399 >> 70.38177713430389,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_501,0.01,SELL,87.905,0.0,,,2010/07/28 04:00:00 000 RSI : 73.44750714439853 >> 72.35409436879284,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_501,0.01,SELL,87.905,0.0,,2010/07/28 04:30:00 000,2010/07/28 04:00:00 000 RSI : 73.44750714439853 >> 72.35409436879284,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_501,0.01,SELL,87.95,0.0,,,2010/07/28 04:30:00 000 RSI : 75.13820509130235 >> 74.57004944165712,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_501,0.01,SELL,87.95,0.0,,2010/07/28 05:00:00 000,2010/07/28 04:30:00 000 RSI : 75.13820509130235 >> 74.57004944165712,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010435_501,0.01,SELL,87.925,0.0,,,2010/07/28 05:00:00 000 RSI : 72.38082624646057 >> 71.2544275149139,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010435_501,0.01,SELL,87.925,0.0,,2010/07/28 05:30:00 000,2010/07/28 05:00:00 000 RSI : 72.38082624646057 >> 71.2544275149139,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_135,0.01,SELL,86.62,0.0,,,2010/08/02 09:00:00 000 RSI : 74.92027589305589 >> 72.71066042323038,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_135,0.01,SELL,86.62,0.0,,2010/08/02 09:30:00 000,2010/08/02 09:00:00 000 RSI : 74.92027589305589 >> 72.71066042323038,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_137,0.01,SELL,86.69,0.0,,,2010/08/02 09:30:00 000 RSI : 79.36052352464861 >> 77.27298864800576,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_137,0.01,SELL,86.69,0.0,,2010/08/02 10:00:00 000,2010/08/02 09:30:00 000 RSI : 79.36052352464861 >> 77.27298864800576,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_173,0.01,SELL,86.86,0.0,,,2010/08/02 18:00:00 000 RSI : 73.01964497283818 >> 71.7874171456584,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_173,0.01,SELL,86.86,0.0,,2010/08/02 18:30:00 000,2010/08/02 18:00:00 000 RSI : 73.01964497283818 >> 71.7874171456584,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_416,0.01,SELL,86.125,0.0,,,2010/08/04 23:00:00 000 RSI : 77.40115180649549 >> 76.55199027492456,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_416,0.01,SELL,86.125,0.0,,2010/08/04 23:30:00 000,2010/08/04 23:00:00 000 RSI : 77.40115180649549 >> 76.55199027492456,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_421,0.01,SELL,86.305,0.0,,,2010/08/04 23:30:00 000 RSI : 81.15798788603949 >> 80.3574331327571,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_421,0.01,SELL,86.305,0.0,,2010/08/05 00:00:00 000,2010/08/04 23:30:00 000 RSI : 81.15798788603949 >> 80.3574331327571,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_423,0.01,SELL,86.305,0.0,,,2010/08/05 00:00:00 000 RSI : 81.15682065152288 >> 79.87179945987553,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_423,0.01,SELL,86.305,0.0,,2010/08/05 00:30:00 000,2010/08/05 00:00:00 000 RSI : 81.15682065152288 >> 79.87179945987553,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_425,0.01,SELL,86.255,0.0,,,2010/08/05 00:30:00 000 RSI : 77.02923205924371 >> 75.7849636475618,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_425,0.01,SELL,86.255,0.0,,2010/08/05 01:00:00 000,2010/08/05 00:30:00 000 RSI : 77.02923205924371 >> 75.7849636475618,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_427,0.01,SELL,86.27,0.0,,,2010/08/05 01:00:00 000 RSI : 77.40097154504987 >> 76.50987564458073,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_427,0.01,SELL,86.27,0.0,,2010/08/05 01:30:00 000,2010/08/05 01:00:00 000 RSI : 77.40097154504987 >> 76.50987564458073,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_429,0.01,SELL,86.245,0.0,,,2010/08/05 01:30:00 000 RSI : 75.21582106552938 >> 73.86819901727955,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_429,0.01,SELL,86.245,0.0,,2010/08/05 02:00:00 000,2010/08/05 01:30:00 000 RSI : 75.21582106552938 >> 73.86819901727955,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_431,0.01,SELL,86.26,0.0,,,2010/08/05 02:00:00 000 RSI : 75.65701188918565 >> 74.69646686121283,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_431,0.01,SELL,86.26,0.0,,2010/08/05 02:30:00 000,2010/08/05 02:00:00 000 RSI : 75.65701188918565 >> 74.69646686121283,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_434,0.01,SELL,86.225,0.0,,,2010/08/05 02:30:00 000 RSI : 72.4014446174429 >> 71.45068345740663,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_434,0.01,SELL,86.225,0.0,,2010/08/05 03:00:00 000,2010/08/05 02:30:00 000 RSI : 72.4014446174429 >> 71.45068345740663,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_435,0.01,SELL,86.26,0.0,,,2010/08/05 03:00:00 000 RSI : 73.61852718255678 >> 72.63238802698801,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_435,0.01,SELL,86.26,0.0,,2010/08/05 03:30:00 000,2010/08/05 03:00:00 000 RSI : 73.61852718255678 >> 72.63238802698801,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_438,0.01,SELL,86.255,0.0,,,2010/08/05 03:30:00 000 RSI : 73.12378644665675 >> 72.5926139912241,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_438,0.01,SELL,86.255,0.0,,2010/08/05 04:00:00 000,2010/08/05 03:30:00 000 RSI : 73.12378644665675 >> 72.5926139912241,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_439,0.01,SELL,86.295,0.0,,,2010/08/05 04:00:00 000 RSI : 74.6018151326456 >> 73.51181715169963,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_439,0.01,SELL,86.295,0.0,,2010/08/05 04:30:00 000,2010/08/05 04:00:00 000 RSI : 74.6018151326456 >> 73.51181715169963,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_442,0.01,SELL,86.27,0.0,,,2010/08/05 04:30:00 000 RSI : 71.93527888705378 >> 70.31229587835566,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_442,0.01,SELL,86.27,0.0,,2010/08/05 05:00:00 000,2010/08/05 04:30:00 000 RSI : 71.93527888705378 >> 70.31229587835566,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_446,0.01,SELL,86.26,0.0,,,2010/08/05 05:30:00 000 RSI : 70.84521829400556 >> 70.84518619610546,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_FILL_OK (注文が約定した後に送られます),Sell_20111107_010436_446,0.01,SELL,86.26,-2.0,2010/08/05 06:00:00 000,,2010/08/05 05:30:00 000 RSI : 70.84521829400556 >> 70.84518619610546,false,6140822.0,JPY,61408.22,100.0,200,80,0.0,61408.22
ORDER_CHANGED_OK (注文の変更が完了した後に送られます),Sell_20111107_010436_446,0.01,SELL,86.257,-2.3,2010/08/05 06:00:00 000,,2010/08/05 05:30:00 000 RSI : 70.84521829400556 >> 70.84518619610546,false,5254081.0,JPY,61166.81,100.0,200,80,14.1,61366.81
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Sell_20111107_010436_446,0.01,SELL,86.257,8.2,2010/08/05 06:00:00 000,2010/08/05 10:59:59 999,2010/08/05 05:30:00 000 RSI : 70.84521829400556 >> 70.84518619610546,false,5261111.0,JPY,61236.81,100.0,200,80,14.09,61366.81
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_955,0.01,SELL,85.625,0.0,,,2010/08/09 15:30:00 000 RSI : 73.14141775998138 >> 71.12142280936969,false,6214562.0,JPY,62145.62,100.0,200,80,0.0,62145.62
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_955,0.01,SELL,85.625,0.0,,2010/08/09 16:00:00 000,2010/08/09 15:30:00 000 RSI : 73.14141775998138 >> 71.12142280936969,false,6214562.0,JPY,62145.62,100.0,200,80,0.0,62145.62
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111107_010436_957,0.01,SELL,85.695,0.0,,,2010/08/09 16:00:00 000 RSI : 77.59571313137324 >> 74.7354849107654,false,6214562.0,JPY,62145.62,100.0,200,80,0.0,62145.62
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111107_010436_957,0.01,SELL,85.695,0.0,,2010/08/09 16:30:00 000,2010/08/09 16:00:00 000 RSI : 77.59571313137324 >> 74.7354849107654,false,6214562.0,JPY,62145.62,100.0,200,80,0.0,62145.62
